id,first_like_unlike_at,first_msg,first_type,is_unmatch,like_count,p1,p1_extend_at,p2,p2_extend_at,second_like_unlike_at,second_msg,second_type,unmatch_on
80,610.6972758369444,,DISLIKE,False,2,23,,17,,607.5927164144445,,DISLIKE,
81,610.6949975036111,,DISLIKE,False,1,23,,18,,,,,
82,610.6940047258333,,LIKE,False,1,23,,19,,,,,
83,610.6908619480555,,LIKE,False,1,23,,20,,,,,
84,610.6888916702778,,LIKE,False,2,23,,21,,532.3025508588889,,DISLIKE,
85,610.6718800036111,,LIKE,False,1,9,,22,,,,,
86,610.5842377813889,,LIKE,False,1,10,,22,,,,,
87,610.5624533369445,,LIKE,False,1,11,,24,,,,,
88,609.8509366702777,,DISLIKE,False,2,25,,2,,587.8790808588889,,DISLIKE,
89,609.8498219480556,,DISLIKE,False,2,25,,11,,609.0275639144445,,LIKE,
90,609.8490861147222,,DISLIKE,False,1,25,,22,,,,,
91,609.8444747258334,,DISLIKE,False,1,25,,23,,,,,
92,609.0247213925,,LIKE,False,1,11,,27,,,,,
93,609.0137566702778,,DISLIKE,False,2,16,,4,,587.6619655811111,,DISLIKE,
94,609.0116027813889,,DISLIKE,False,1,16,,5,,,,,
95,609.0097325036111,,DISLIKE,False,1,16,,6,,,,,
96,608.5503213925,,LIKE,False,1,11,,28,,,,,
97,608.4419155591667,,LIKE,False,2,2,,17,,607.5980528033333,,DISLIKE,
98,608.1497036147222,,LIKE,False,2,29,,2,,586.4554861366667,,DISLIKE,
99,608.1475752813889,,DISLIKE,False,2,29,,11,,593.1964472477778,,LIKE,
100,608.1467333369444,,DISLIKE,False,1,29,,22,,,,,
101,608.1458694480556,,DISLIKE,False,1,29,,23,,,,,
102,608.0082150036111,,DISLIKE,False,2,30,,0,,595.2305408588888,,LIKE,
103,608.0075902813888,,DISLIKE,False,1,30,,1,,,,,
104,608.0050822258333,,DISLIKE,False,2,30,,3,,604.3969858588889,,DISLIKE,
105,608.0041386147223,,DISLIKE,False,1,30,,4,,,,,
106,608.0034375036112,,DISLIKE,False,2,30,,6,,595.45364947,,LIKE,
107,608.0025216702778,,DISLIKE,False,1,30,,8,,,,,
108,608.0010950036111,,DISLIKE,False,1,30,,9,,,,,
109,607.9925791702777,,DISLIKE,False,2,30,,10,,599.4179225255556,,LIKE,
110,607.9919233369444,,DISLIKE,False,1,30,,13,,,,,
111,607.9888919480555,,DISLIKE,False,1,30,,14,,,,,
112,607.9868441702778,,DISLIKE,False,1,30,,15,,,,,
113,607.9862427813889,,DISLIKE,False,1,30,,16,,,,,
114,607.9182733369445,,DISLIKE,False,2,31,,2,,586.4536541922222,,DISLIKE,
115,607.9144552813889,,DISLIKE,False,2,31,,11,,593.1944772477777,,LIKE,
116,607.9129622258333,,DISLIKE,False,1,31,,22,,,,,
117,607.9123633369444,,DISLIKE,False,1,31,,23,,,,,
118,607.8194997258333,,LIKE,False,2,26,,2,,587.8773697477778,,DISLIKE,
119,607.8145086147222,,LIKE,False,2,26,,11,,593.1986514144445,,LIKE,
120,607.7292511147223,,LIKE,False,1,26,,22,,,,,
121,607.7254283369444,,LIKE,False,1,26,,23,,,,,
122,607.7210944480555,,LIKE,False,1,26,,30,,,,,
123,607.6948441702777,,LIKE,False,1,2,,18,,,,,
124,607.5936594480555,,DISLIKE,False,1,17,,22,,,,,
125,607.5430200036111,,DISLIKE,False,1,25,,30,,,,,
126,607.4819400036112,,LIKE,False,2,33,,2,,586.2276105811111,,DISLIKE,
127,607.4804102813889,,LIKE,False,2,33,441.7375412916667,11,268.5016378441667,593.1897397477778,,LIKE,
128,607.4793680591666,,LIKE,False,1,33,,22,,,,,
129,607.4790658369444,,DISLIKE,False,2,32,,2,,586.3265189144445,,DISLIKE,
130,607.4778077813888,,DISLIKE,False,1,33,,23,,,,,
131,607.4760277813889,,DISLIKE,False,2,32,,11,,593.1915422477778,,LIKE,
132,607.4734922258333,,LIKE,False,1,33,,30,,,,,
133,607.4525347258333,,DISLIKE,False,1,32,,22,,,,,
134,607.4502436147222,,DISLIKE,False,1,32,,23,,,,,
135,607.4422863925,,DISLIKE,False,1,17,,30,,,,,
136,607.4248602813889,,DISLIKE,False,1,32,,30,,,,,
137,606.6444475036111,,DISLIKE,False,1,16,,7,,,,,
138,606.6426808369445,,DISLIKE,False,1,16,,8,,,,,
139,606.6413027813888,,DISLIKE,False,1,16,,9,,,,,
140,606.6401916702778,,DISLIKE,False,1,16,,10,,,,,
141,605.8614333369444,,DISLIKE,False,2,34,,2,,586.2260753033333,,DISLIKE,
142,605.8600236147222,,DISLIKE,False,2,34,,11,,593.1867447477778,,LIKE,
143,605.8578150036111,,DISLIKE,False,1,34,,22,,,,,
144,605.8564077813888,,DISLIKE,False,1,34,,23,,,,,
145,605.8552091702778,,DISLIKE,False,1,34,,30,,,,,
146,604.4726641702778,,LIKE,False,2,7,,2,,592.8279028033334,,DISLIKE,
147,604.4689891702777,,DISLIKE,False,2,7,,11,,593.2001491922222,,LIKE,
148,604.4664238925,,LIKE,False,1,7,,22,,,,,
149,604.4644822258333,,DISLIKE,False,1,7,,23,,,,,
150,604.4609502813889,,DISLIKE,False,1,7,,30,,,,,
151,604.4544469480555,,LIKE,True,2,7,,35,,569.3409603033333,,LIKE,21.28347949407408
152,604.4516466702778,,LIKE,False,1,7,,36,,,,,
153,604.4455358369445,,LIKE,False,1,7,,37,,,,,
154,604.4241477813889,,LIKE,False,1,7,,38,,,,,
155,604.4195286147223,,LIKE,False,1,7,,39,,,,,
156,604.3912438925,,DISLIKE,False,1,3,,35,,,,,
157,604.0445158369445,,DISLIKE,False,1,26,,35,,,,,
158,604.0428063925,,DISLIKE,False,1,26,,36,,,,,
159,604.0410125036111,,LIKE,False,1,26,,37,,,,,
160,604.0381838925,,DISLIKE,False,1,26,,38,,,,,
161,604.0366116702778,,DISLIKE,False,1,26,,39,,,,,
162,601.7871013925,,LIKE,False,2,90,,2,,586.2247655811111,,DISLIKE,
163,601.7853019480556,,LIKE,False,2,90,444.8939851805556,11,586.3369572886111,593.1828400255556,,LIKE,
164,601.7836594480556,,LIKE,False,1,90,,22,,,,,
165,601.7825022258334,,DISLIKE,False,1,90,,23,,,,,
166,601.7780338925,,DISLIKE,False,1,90,,30,,,,,
167,601.7768877813888,,LIKE,False,1,90,,35,,,,,
168,601.7609483369445,,LIKE,False,1,90,,36,,,,,
169,601.7418158369444,,LIKE,False,1,90,,37,,,,,
170,601.7399091702778,,DISLIKE,False,1,90,,38,,,,,
171,601.7371155591667,,DISLIKE,False,1,90,,39,,,,,
172,599.4150425036111,,LIKE,False,1,10,,35,,,,,
173,599.4098211147223,,LIKE,False,1,10,,36,,,,,
174,599.4077577813889,,LIKE,False,1,10,,37,,,,,
175,599.3805216702777,"Hey, you are looking gorgeous.👌",LIKE,False,1,10,,38,,,,,
176,599.0474394480556,,DISLIKE,False,1,10,,39,,,,,
177,599.0461544480555,,DISLIKE,False,1,10,,40,,,,,
178,599.0425819480555,,LIKE,False,1,10,,41,,,,,
179,599.0365880591667,,LIKE,False,1,10,,42,,,,,
180,599.0342494480556,,LIKE,False,1,10,,43,,,,,
181,598.9142747258334,,DISLIKE,False,2,91,,2,,586.2228678033333,,DISLIKE,
182,598.9121219480555,,LIKE,False,2,91,,11,,588.0463689144444,,DISLIKE,
183,598.9101977813889,,DISLIKE,False,1,91,,22,,,,,
184,598.9090530591667,,DISLIKE,False,1,91,,23,,,,,
185,598.0626700036111,,DISLIKE,False,1,17,,35,,,,,
186,598.0592150036111,,LIKE,False,1,17,,36,,,,,
187,598.0556816702777,,LIKE,False,1,17,,37,,,,,
188,598.0532444480556,,LIKE,False,2,17,,38,,569.7736014144444,,LIKE,
189,598.0514563925,,LIKE,False,1,17,,39,,,,,
190,598.0497827813889,,LIKE,False,1,17,,40,,,,,
191,598.0482527813889,,LIKE,False,1,17,,41,,,,,
192,598.0468363925,,LIKE,False,1,17,,42,,,,,
193,598.0449697258333,,LIKE,False,1,17,,43,,,,,
194,598.0432380591667,,LIKE,False,1,17,,44,,,,,
195,597.6285897258333,,DISLIKE,False,2,92,,2,,586.2208789144445,,DISLIKE,
196,597.6247441702777,,DISLIKE,False,2,92,,11,,588.0448291922222,,LIKE,
197,597.6226075036111,,DISLIKE,False,1,92,,22,,,,,
198,597.6211505591667,,DISLIKE,False,1,92,,23,,,,,
199,597.6163472258334,,DISLIKE,False,1,92,,30,,,,,
200,597.6145430591666,,LIKE,False,1,92,,35,,,,,
201,597.6123825036111,,LIKE,False,1,92,,36,,,,,
202,597.6107027813889,,LIKE,False,1,92,,37,,,,,
203,595.4518911147222,,LIKE,False,1,6,,35,,,,,
204,595.4399616702777,,LIKE,False,1,6,,36,,,,,
205,595.4273502813888,,LIKE,False,1,6,,37,,,,,
206,595.4215350036111,,LIKE,False,1,6,,38,,,,,
207,595.4174188925,,DISLIKE,False,1,6,,39,,,,,
208,595.4168277813889,,LIKE,False,2,6,,40,,569.76068947,,LIKE,
209,595.4146269480556,,LIKE,False,1,6,,41,,,,,
210,595.4002577813889,,LIKE,False,1,6,,42,,,,,
211,595.3915877813889,,DISLIKE,False,1,6,,43,,,,,
212,595.2278322258334,,LIKE,True,2,0,,35,,569.7932103033334,,LIKE,21.538258568148148
213,595.2246872258333,,LIKE,False,1,0,,36,,,,,
214,595.2223311147222,,LIKE,False,2,0,,37,,569.77765697,,LIKE,
215,595.2200325036112,,DISLIKE,False,1,0,,38,,,,,
216,595.2187252813889,,DISLIKE,False,1,0,,39,,,,,
217,595.2174652813889,,LIKE,False,1,0,,40,,,,,
218,595.2151119480556,,LIKE,False,1,0,,41,,,,,
219,594.3434522258333,,LIKE,False,1,26,,40,,,,,
220,594.3395852813888,,DISLIKE,False,1,26,,41,,,,,
221,594.3375913925,,DISLIKE,False,1,26,,42,,,,,
222,594.3353769480556,,LIKE,False,1,26,,43,,,,,
223,594.3127605591667,,LIKE,False,1,26,,44,,,,,
224,594.3095658369444,,DISLIKE,False,1,26,,45,,,,,
225,594.3050561147222,,DISLIKE,False,1,26,,46,,,,,
226,594.3032041702778,,LIKE,False,1,26,,47,,,,,
227,594.2995169480556,,LIKE,False,1,26,,48,,,,,
228,594.2932097258333,,DISLIKE,False,1,3,,36,,,,,
229,594.2923825036111,,LIKE,False,1,26,,49,,,,,
230,594.2455508369444,,DISLIKE,False,1,3,,37,,,,,
231,594.2435438925,,DISLIKE,False,1,3,,38,,,,,
232,594.2407727813888,,DISLIKE,False,1,3,,39,,,,,
233,594.2398991702778,,DISLIKE,False,1,3,,40,,,,,
234,594.2392441702777,,DISLIKE,False,1,3,,41,,,,,
235,594.2369269480556,,DISLIKE,False,2,3,,42,,569.74272447,,LIKE,
236,594.2358258369444,,DISLIKE,False,1,3,,43,,,,,
237,594.2348630591666,,DISLIKE,False,1,3,,44,,,,,
238,594.2323422258333,,DISLIKE,False,1,3,,45,,,,,
239,594.2314797258333,,DISLIKE,False,1,3,,46,,,,,
240,594.2296058369444,,DISLIKE,False,1,3,,47,,,,,
241,594.2270425036111,,DISLIKE,False,1,3,,48,,,,,
242,594.1474425036112,,LIKE,False,1,7,,40,,,,,
243,594.1423883369445,,LIKE,True,2,7,,41,,569.7487041922222,,LIKE,21.283390176944444
244,594.1139494480556,,LIKE,False,1,33,,35,,,,,
245,594.1118336147222,,LIKE,False,2,33,441.7343749027778,36,,569.7837358588889,,LIKE,
246,594.0943769480556,"Hello aastha
I am a student of IIT Delhi.",LIKE,False,1,33,,37,,,,,
247,594.0750816702778,,LIKE,False,1,33,,38,,,,,
248,594.0573338925,,LIKE,False,1,33,,39,,,,,
249,594.0433566702778,,LIKE,False,1,33,,40,,,,,
250,594.0337616702777,,LIKE,False,1,33,,41,,,,,
251,594.0318069480555,,LIKE,False,2,33,441.73589018055554,42,,569.7435447477778,,LIKE,
252,594.0212977813889,,LIKE,False,1,33,,43,,,,,
253,592.9701708369445,,LIKE,False,1,32,,35,,,,,
254,592.9660233369444,,LIKE,False,1,32,,36,,,,,
255,592.9605258369445,,LIKE,False,1,32,,37,,,,,
256,592.9565063925,,DISLIKE,False,1,32,,38,,,,,
257,592.9549638925,,LIKE,False,1,32,,39,,,,,
258,592.9492727813889,,LIKE,False,1,32,,40,,,,,
259,592.9465980591667,,LIKE,False,1,32,,41,,,,,
260,592.8262738925,,DISLIKE,False,1,2,,19,,,,,
261,592.8213663925,,DISLIKE,False,1,2,,24,,,,,
262,592.7842469480555,,DISLIKE,False,1,90,,40,,,,,
263,592.7831902813889,,DISLIKE,False,1,90,,41,,,,,
264,592.7807766702778,,DISLIKE,False,1,90,,42,,,,,
265,592.7795163925,,LIKE,False,1,90,,43,,,,,
266,592.7293177813889,,LIKE,False,1,0,,42,,,,,
267,592.7264322258334,,DISLIKE,False,1,0,,43,,,,,
268,592.4234722258333,,LIKE,False,1,0,,44,,,,,
269,592.4214816702778,,LIKE,False,1,0,,45,,,,,
270,592.4189958369444,,LIKE,False,1,0,,46,,,,,
271,592.4168816702778,,LIKE,False,1,0,,47,,,,,
272,592.4144883369445,,DISLIKE,False,2,0,,48,,569.6280436366667,,LIKE,
273,592.4118572258334,,LIKE,False,2,0,,49,,569.6231453033333,,LIKE,
274,592.4097916702777,,LIKE,False,1,0,,50,,,,,
275,592.4066188925,,DISLIKE,False,1,0,,51,,,,,
276,592.4048177813889,,DISLIKE,False,1,0,,52,,,,,
277,592.4032650036111,,LIKE,False,2,0,,53,,569.5972139144444,,LIKE,
278,592.3974083369444,,LIKE,False,1,0,,54,,,,,
279,592.3717008369445,,LIKE,False,1,32,,42,,,,,
280,592.3655180591667,,LIKE,False,1,32,,43,,,,,
281,592.1071969480555,,DISLIKE,False,2,96,,2,,586.2192311366666,,DISLIKE,
282,592.1052219480556,,DISLIKE,False,2,96,,11,,588.0414486366667,,DISLIKE,
283,592.1036038925,,DISLIKE,False,1,96,,22,,,,,
284,592.1027436147223,,DISLIKE,False,1,96,,23,,,,,
285,592.1009825036111,,DISLIKE,False,1,96,,30,,,,,
286,592.0994180591666,,DISLIKE,False,1,96,,35,,,,,
287,592.0983325036111,,LIKE,False,1,96,,36,,,,,
288,592.0966372258333,,LIKE,False,1,96,,37,,,,,
289,592.0950533369445,,LIKE,False,1,96,,38,,,,,
290,592.0925505591666,,LIKE,False,1,96,,39,,,,,
291,590.7210061147222,,LIKE,False,2,98,,2,,586.2178305811111,,DISLIKE,
292,590.7118963925,,LIKE,False,2,98,,11,,588.0405097477778,,DISLIKE,
293,590.7089477813889,,LIKE,False,1,98,,22,,,,,
294,590.7077180591667,,DISLIKE,False,1,98,,23,,,,,
295,590.6952802813889,,DISLIKE,False,1,98,,30,,,,,
296,590.6941347258334,,LIKE,False,1,98,,35,,,,,
297,590.6919969480556,,LIKE,False,1,98,,36,,,,,
298,590.6904863925,,LIKE,False,1,98,,37,,,,,
299,590.6886847258334,,LIKE,False,1,98,,38,,,,,
300,590.6861688925,,LIKE,False,1,98,,39,,,,,
301,588.7786063925,,LIKE,False,1,9,,35,,,,,
302,588.7773761147222,,LIKE,False,1,9,,36,,,,,
303,588.7766150036111,,LIKE,False,1,9,,37,,,,,
304,588.7704441702778,,LIKE,False,1,9,,38,,,,,
305,588.7631772258334,,LIKE,False,1,9,,39,,,,,
306,588.7624455591666,,LIKE,False,1,9,,40,,,,,
307,588.7618736147223,,LIKE,False,1,9,,41,,,,,
308,588.7602880591667,,LIKE,False,1,9,,42,,,,,
309,588.7593838925,,LIKE,False,1,9,,43,,,,,
310,588.4158425036111,,LIKE,False,1,7,,42,,,,,
311,588.4142272258333,,LIKE,False,1,7,,43,,,,,
312,588.4134036147223,,LIKE,False,1,7,,44,,,,,
313,588.4126405591667,,LIKE,False,1,7,,45,,,,,
314,588.4120233369445,,DISLIKE,False,1,7,,46,,,,,
315,588.4115411147222,,LIKE,False,1,7,,47,,,,,
316,588.4110800036111,,DISLIKE,False,1,7,,48,,,,,
317,588.4101047258333,,DISLIKE,False,1,7,,49,,,,,
318,588.4010363925,,LIKE,True,2,7,,50,,569.6134130811112,,LIKE,21.28330391537037
319,588.3988305591666,,DISLIKE,False,1,7,,51,,,,,
320,588.3963777813889,,DISLIKE,False,1,7,,52,,,,,
321,588.2942277813889,,LIKE,False,1,7,,53,,,,,
322,588.2912416702778,,DISLIKE,False,1,7,,54,,,,,
323,588.2894891702778,,LIKE,True,2,7,,55,,569.5850603033333,,LIKE,21.283238070462964
324,588.1080708369444,,LIKE,False,1,0,,55,,,,,
325,588.1034163925,,LIKE,False,2,26,,50,,569.6124933588889,,LIKE,
326,588.1015800036112,,DISLIKE,False,1,26,,51,,,,,
327,588.0992111147223,,LIKE,False,1,26,,52,,,,,
328,588.0969736147222,,LIKE,False,1,26,,53,,,,,
329,588.0638575036111,,LIKE,False,2,0,,56,,569.578985581111,,LIKE,
330,588.0622488925,,DISLIKE,False,1,0,,57,,,,,
331,588.0597005591667,,DISLIKE,False,1,0,,58,,,,,
332,587.6655013925,,DISLIKE,False,1,4,,13,,,,,
333,587.6639505591667,,DISLIKE,False,1,4,,14,,,,,
334,587.6628141702778,,DISLIKE,False,1,4,,15,,,,,
335,587.6607311147222,,DISLIKE,False,1,4,,17,,,,,
336,587.6596683369445,,DISLIKE,False,1,4,,20,,,,,
337,587.6559844480555,,DISLIKE,False,1,4,,25,,,,,
338,587.6553072258333,,DISLIKE,False,1,4,,26,,,,,
339,587.6545022258333,,DISLIKE,False,1,4,,29,,,,,
340,587.6534627813888,,DISLIKE,False,1,4,,31,,,,,
341,587.6532513925,,DISLIKE,False,1,4,,32,,,,,
342,587.5343325036112,,DISLIKE,False,1,17,,45,,,,,
343,587.5300422258333,,DISLIKE,False,1,17,,46,,,,,
344,587.5274077813889,,LIKE,False,1,17,,47,,,,,
345,587.5246705591667,,DISLIKE,False,2,17,,48,,569.6267591922223,,LIKE,
346,586.7991119480556,,DISLIKE,False,2,90,,44,,569.72935197,,LIKE,
347,586.7916783369444,,DISLIKE,False,1,90,,45,,,,,
348,586.7886966702778,,LIKE,False,1,90,,46,,,,,
349,586.7877272258334,,LIKE,False,1,90,,47,,,,,
350,586.7855186147223,,LIKE,False,1,90,,48,,,,,
351,586.7818888925,,DISLIKE,False,1,90,,49,,,,,
352,586.7796625036111,,LIKE,False,1,90,,50,,,,,
353,586.7786394480555,,LIKE,False,1,90,,51,,,,,
354,586.7768727813889,,LIKE,False,2,90,,52,,569.6038130811111,,LIKE,
355,586.7750947258334,,DISLIKE,False,2,90,,53,,569.5981461366666,,LIKE,
356,586.6688141702778,,LIKE,False,1,7,,56,,,,,
357,586.6672302813889,,LIKE,False,1,7,,57,,,,,
358,586.6667313925,,LIKE,False,1,7,,58,,,,,
359,586.6658708369445,,LIKE,False,1,7,,59,,,,,
360,586.6649538925,,DISLIKE,False,2,7,,60,,569.5550341922223,,LIKE,
361,586.6632547258333,,LIKE,False,1,7,,61,,,,,
362,586.5709325036111,,DISLIKE,False,1,32,,44,,,,,
363,586.5666847258333,,LIKE,False,1,32,,45,,,,,
364,586.5549469480555,,LIKE,False,1,32,,46,,,,,
365,586.5471652813889,,DISLIKE,False,1,32,,47,,,,,
366,586.5054044480555,,LIKE,False,2,101,,2,,586.2168500255556,,DISLIKE,
367,586.5028375036111,,DISLIKE,False,2,101,,11,,586.0894233588889,,DISLIKE,
368,586.5017627813888,,DISLIKE,False,1,101,,22,,,,,
369,586.5009908369444,,DISLIKE,False,1,101,,23,,,,,
370,586.4994838925,,DISLIKE,False,1,101,,35,,,,,
371,586.4984036147222,,DISLIKE,False,1,101,,36,,,,,
372,586.4965408369444,,DISLIKE,False,1,101,,37,,,,,
373,586.4958108369444,,DISLIKE,False,1,101,,38,,,,,
374,586.4951094480556,,DISLIKE,False,1,101,,39,,,,,
375,586.4943319480556,,DISLIKE,False,1,101,,40,,,,,
376,586.4937372258333,,DISLIKE,False,1,101,,41,,,,,
377,586.4925175036111,,DISLIKE,False,1,101,,42,,,,,
378,586.4918058369444,,DISLIKE,False,1,101,,43,,,,,
379,586.4910861147222,,DISLIKE,False,1,101,,44,,,,,
380,586.4905869480556,,DISLIKE,False,1,101,,45,,,,,
381,586.3982030591667,,DISLIKE,False,2,103,,2,,586.2144600255556,,DISLIKE,
382,586.3965275036111,,DISLIKE,False,2,103,,11,,586.0867625255555,,DISLIKE,
383,586.3955383369445,,DISLIKE,False,1,103,,22,,,,,
384,586.3941122258333,,DISLIKE,False,1,103,,23,,,,,
385,586.3931358369445,,DISLIKE,False,1,103,,35,,,,,
386,586.3916944480555,,DISLIKE,False,1,103,,36,,,,,
387,586.3907366702778,,DISLIKE,False,1,103,,37,,,,,
388,586.3900413925,,DISLIKE,False,1,103,,38,,,,,
389,586.3880002813889,,DISLIKE,False,1,103,,39,,,,,
390,586.3868369480556,,DISLIKE,False,1,103,,40,,,,,
391,586.3860052813889,,DISLIKE,False,1,103,,41,,,,,
392,586.3841311147222,,DISLIKE,False,1,103,,42,,,,,
393,586.3831338925,,DISLIKE,False,1,103,,43,,,,,
394,586.3819030591667,,DISLIKE,False,1,103,,44,,,,,
395,586.3807636147222,,DISLIKE,False,1,103,,45,,,,,
396,586.2816319480555,,DISLIKE,False,2,104,,2,,586.2088936366666,,DISLIKE,
397,586.1394605591667,,LIKE,False,1,98,,40,,,,,
398,586.1373363925,,LIKE,False,1,98,,41,,,,,
399,586.1347794480556,,LIKE,False,1,98,,42,,,,,
400,586.1322358369445,,LIKE,False,1,98,,43,,,,,
401,586.1296016702778,,LIKE,False,1,98,,44,,,,,
